시트,순번,원본 단계,원본 세부단계,원본 산출물명,등급,등급 설명,방법론,단계 코드,단계명,활동 코드,활동명,작업 코드,작업명,산출물 코드,산출물명,신규 구분,비고
사업관리 (PMR),93,수행 및 통제,보안관리,정보시스템 관리대장,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,PPC-SM,단순관리,PPC-SM-2,보안관리/통제,[신규] PPC-SM-250,[신규] 정보시스템 관리대장,신규: 산출물,
사업관리 (PMR),94,수행 및 통제,보안관리,장비 반출입 대장,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,PPC-SM,단순관리,PPC-SM-2,보안관리/통제,[신규] PPC-SM-260,[신규] 장비 반출입 대장,신규: 산출물,
사업관리 (PMR),95,수행 및 통제,보안관리,휴대용저장매체 관리대장,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,PPC-SM,단순관리,PPC-SM-2,보안관리/통제,[신규] PPC-SM-270,[신규] 휴대용저장매체 관리대장,신규: 산출물,
사업관리 (PMR),96,수행 및 통제,안전보건관리,안전보건활동 결과서,◎,정확 대응 — 표준에 동일 산출물이 이미 존재,OPMS,PPC,실행 통제,PPC-SM,단순관리,PPC-SM-3,안전관리/통제,PPC-SM-310,안전보건수행결과서,기존,
사업관리 (PMR),97,수행 및 통제,안전보건관리,[붙임1] 교육참석자명단,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,PPC-SM,단순관리,PPC-SM-3,안전관리/통제,[신규] PPC-SM-320,[신규] 안전교육 참석자명단,신규: 산출물,
사업관리 (PMR),98,수행 및 통제,안전보건관리,[붙임2] 위험성평가 정기(반기)점검표,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,PPC-SM,단순관리,PPC-SM-3,안전관리/통제,[신규] PPC-SM-330,[신규] 위험성평가 점검표,신규: 산출물,
사업관리 (PMR),99,수행 및 통제,산출물관리,산출물 형상관리대장,○,유사 대응 — 명칭만 다르고 동일 문서로 취급 가능,OPMS,PPC,실행 통제,PPC-CM,핵심관리,PPC-CM-6,형상관리및통제,PPC-CM-620,형상변경관리대장,기존,
사업관리 (PMR),100,수행 및 통제,교육관리,교육 결과서,○,유사 대응 — 명칭만 다르고 동일 문서로 취급 가능,ODS,DTD,구현/인수,DTD-DP,전개 (Deployment),DTD-DP-3,사용자교육,DTD-DP-320,교육결과서,기존,
사업관리 (PMR),101,수행 및 통제,교육관리,교육 훈련대장,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,PPC-SM,단순관리,PPC-SM-1,의사관리및통제,[신규] PPC-SM-170,[신규] 교육훈련대장,신규: 산출물,
사업관리 (PMR),102,수행 및 통제,감리,요구정의 감리 수행결과서,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,PPC-SM,단순관리,PPC-SM-4,감리,[신규] PPC-SM-430,[신규] 감리 수행결과서,신규: 산출물,현재 시정조치 문서만 존재
사업관리 (PMR),103,수행 및 통제,감리,설계 감리 수행 결과서,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,PPC-SM,단순관리,PPC-SM-4,감리,[신규] PPC-SM-430,[신규] 감리 수행결과서,신규: 산출물,
사업관리 (PMR),104,종료,감리,종료 단계 감리 결과서,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,PPC-SM,단순관리,PPC-SM-4,감리,[신규] PPC-SM-430,[신규] 감리 수행결과서,신규: 산출물,
사업관리 (PMR),105,종료,인수인계,인수인계 계획서,◎,정확 대응 — 표준에 동일 산출물이 이미 존재,OPMS,PED,종료 (Project End),PED-EE,외부종료,PED-EE-1,검수,PED-EE-160,인수인계계획서,기존,
사업관리 (PMR),106,종료,인수인계,업무자료 인계인수대장(사업완료),✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PED,종료 (Project End),PED-EE,외부종료,[신규] PED-EE-3,[신규] 인수인계,[신규] PED-EE-310,[신규] 업무자료 인계인수대장,신규: 작업·산출물,
사업관리 (PMR),107,종료,인수인계,인수인계 결과서,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PED,종료 (Project End),PED-EE,외부종료,[신규] PED-EE-3,[신규] 인수인계,[신규] PED-EE-320,[신규] 인수인계 결과서,신규: 작업·산출물,
사업관리 (PMR),108,종료,하자보수계획 수립,하자보수계획서,◎,정확 대응 — 표준에 동일 산출물이 이미 존재,OPMS,PED,종료 (Project End),PED-EE,외부종료,PED-EE-2,사업완료,PED-EE-230,무상 하자보수계획서,기존,
사업관리 (PMR),109,종료,참여인력 보안조치,대표명의의 보안확약서,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PED,종료 (Project End),PED-EE,외부종료,[신규] PED-EE-4,[신규] 참여인력 보안조치,[신규] PED-EE-410,[신규] 보안확약서(대표),신규: 작업·산출물,
사업관리 (PMR),110,종료,참여인력 보안조치,보안확약서(참여자),✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PED,종료 (Project End),PED-EE,외부종료,[신규] PED-EE-4,[신규] 참여인력 보안조치,[신규] PED-EE-420,[신규] 보안확약서(참여자),신규: 작업·산출물,
사업관리 (PMR),111,종료,참여인력 보안조치,완전삭제확인서(사진 등),✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PED,종료 (Project End),PED-EE,외부종료,[신규] PED-EE-4,[신규] 참여인력 보안조치,[신규] PED-EE-430,[신규] 완전삭제확인서,신규: 작업·산출물,
사업관리 (PMR),112,종료,검사 및 사업종료,완료보고서,◎,정확 대응 — 표준에 동일 산출물이 이미 존재,OPMS,PED,종료 (Project End),PED-EE,외부종료,PED-EE-2,사업완료,PED-EE-210,프로젝트 완료보고서,기존,
사업관리 (PMR),113,종료,검사 및 사업종료,검사계획(안),○,유사 대응 — 명칭만 다르고 동일 문서로 취급 가능,OPMS,PED,종료 (Project End),PED-EE,외부종료,PED-EE-1,검수,PED-EE-110,검수계획서,기존,
사업관리 (PMR),114,종료,검사 및 사업종료,감독조서,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PED,종료 (Project End),PED-EE,외부종료,PED-EE-1,검수,[신규] PED-EE-180,[신규] 감독조서,신규: 산출물,준공조서와 별개 문서
사업관리 (PMR),115,종료,검사 및 사업종료,검사조서,○,유사 대응 — 명칭만 다르고 동일 문서로 취급 가능,OPMS,PED,종료 (Project End),PED-EE,외부종료,PED-EE-1,검수,PED-EE-140,검사확인서,기존,
사업관리 (PMR),116,종료,검사 및 사업종료,(공문) 검수요청서,◎,정확 대응 — 표준에 동일 산출물이 이미 존재,OPMS,PED,종료 (Project End),PED-EE,외부종료,PED-EE-1,검수,PED-EE-120,검수요청서(공문),기존,
사업관리 (PMR),117,종료,검사 및 사업종료,검수요청서,◎,정확 대응 — 표준에 동일 산출물이 이미 존재,OPMS,PED,종료 (Project End),PED-EE,외부종료,PED-EE-1,검수,PED-EE-120,검수요청서(공문),기존,
사업관리 (PMR),118,종료,검사 및 사업종료,준공검사확인서(공문 접수),◎,정확 대응 — 표준에 동일 산출물이 이미 존재,OPMS,PED,종료 (Project End),PED-EE,외부종료,PED-EE-1,검수,PED-EE-130,준공검사확인서,기존,
사업관리 (PMR),119,안정화,잔금,(공문) 잔금 신청의 건,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,[신규] PPC-FM,[신규] 대금관리,[신규] PPC-FM-3,[신규] 잔금 청구·정산,[신규] PPC-FM-310,[신규] 잔금 신청 공문,신규: 활동·작업·산출물,
사업관리 (PMR),120,안정화,잔금,(공문 붙임) 잔금 신청서,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,[신규] PPC-FM,[신규] 대금관리,[신규] PPC-FM-3,[신규] 잔금 청구·정산,[신규] PPC-FM-320,[신규] 잔금 신청서,신규: 활동·작업·산출물,
사업관리 (PMR),121,안정화,잔금,(붙임) 잔금급이행보증보험증권,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,[신규] PPC-FM,[신규] 대금관리,[신규] PPC-FM-3,[신규] 잔금 청구·정산,[신규] PPC-FM-330,[신규] 잔금이행보증증권,신규: 활동·작업·산출물,
사업관리 (PMR),122,안정화,잔금,(붙임) 전자세금계산서,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,[신규] PPC-FM,[신규] 대금관리,[신규] PPC-FM-3,[신규] 잔금 청구·정산,[신규] PPC-FM-340,[신규] 대금청구 증빙,신규: 활동·작업·산출물,
사업관리 (PMR),123,안정화,잔금,(붙임) 통장사본,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,[신규] PPC-FM,[신규] 대금관리,[신규] PPC-FM-3,[신규] 잔금 청구·정산,[신규] PPC-FM-340,[신규] 대금청구 증빙,신규: 활동·작업·산출물,
사업관리 (PMR),124,안정화,잔금,(붙임) 국세 및 지방세 완납 증명서,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,[신규] PPC-FM,[신규] 대금관리,[신규] PPC-FM-3,[신규] 잔금 청구·정산,[신규] PPC-FM-340,[신규] 대금청구 증빙,신규: 활동·작업·산출물,
사업관리 (PMR),125,안정화,잔금,(붙임) 4대 보험 완납 증명서,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,[신규] PPC-FM,[신규] 대금관리,[신규] PPC-FM-3,[신규] 잔금 청구·정산,[신규] PPC-FM-340,[신규] 대금청구 증빙,신규: 활동·작업·산출물,
사업관리 (PMR),126,안정화,잔금,(붙임) 사업자 등록증,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,[신규] PPC-FM,[신규] 대금관리,[신규] PPC-FM-3,[신규] 잔금 청구·정산,[신규] PPC-FM-340,[신규] 대금청구 증빙,신규: 활동·작업·산출물,
사업관리 (PMR),127,안정화,하도급,(공문) 하도급계약 준수 실태 보고(잔금),✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,[신규] PPC-FM,[신규] 대금관리,[신규] PPC-FM-4,[신규] 하도급 준수 실태 보고,[신규] PPC-FM-410,[신규] 하도급 준수 실태 보고 공문,신규: 활동·작업·산출물,
사업관리 (PMR),128,안정화,하도급,(공문 붙임) 하도급계약 준수 실태 보고서,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,[신규] PPC-FM,[신규] 대금관리,[신규] PPC-FM-4,[신규] 하도급 준수 실태 보고,[신규] PPC-FM-420,[신규] 하도급 준수 실태 보고서,신규: 활동·작업·산출물,
사업관리 (PMR),129,안정화,하도급,(별첨) 하도급계약서,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,[신규] PPC-FM,[신규] 대금관리,[신규] PPC-FM-4,[신규] 하도급 준수 실태 보고,[신규] PPC-FM-430,[신규] 하도급 준수 증빙,신규: 활동·작업·산출물,
사업관리 (PMR),130,안정화,하도급,(별첨) 하도급 계약 준수사항 이행 증빙서류,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,[신규] PPC-FM,[신규] 대금관리,[신규] PPC-FM-4,[신규] 하도급 준수 실태 보고,[신규] PPC-FM-430,[신규] 하도급 준수 증빙,신규: 활동·작업·산출물,
사업관리 (PMR),131,안정화,잔금,(공문) 잔금 사용내역서 제출의 건,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,[신규] PPC-FM,[신규] 대금관리,[신규] PPC-FM-3,[신규] 잔금 청구·정산,[신규] PPC-FM-350,[신규] 잔금 사용내역서,신규: 활동·작업·산출물,
사업관리 (PMR),132,안정화,잔금,(별첨) 잔금 사용내역서,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,[신규] PPC-FM,[신규] 대금관리,[신규] PPC-FM-3,[신규] 잔금 청구·정산,[신규] PPC-FM-350,[신규] 잔금 사용내역서,신규: 활동·작업·산출물,
사업관리 (PMR),133,안정화,잔금,(별첨) 세금계산서·계좌이체증,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,[신규] PPC-FM,[신규] 대금관리,[신규] PPC-FM-3,[신규] 잔금 청구·정산,[신규] PPC-FM-360,[신규] 잔금 정산 증빙,신규: 활동·작업·산출물,
사업관리 (PMR),134,안정화,잔금,(별첨) 급여지급 증빙(인건비인 경우),✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,[신규] PPC-FM,[신규] 대금관리,[신규] PPC-FM-3,[신규] 잔금 청구·정산,[신규] PPC-FM-360,[신규] 잔금 정산 증빙,신규: 활동·작업·산출물,
사업관리 (PMR),135,안정화,잔금,(별첨) 거래명세서·지출증빙,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,[신규] PPC-FM,[신규] 대금관리,[신규] PPC-FM-3,[신규] 잔금 청구·정산,[신규] PPC-FM-360,[신규] 잔금 정산 증빙,신규: 활동·작업·산출물,
사업관리 (PMR),136,안정화,잔금,(별첨) 잔금 정산서,✕,대응 없음 — 표준 트리에 신규 등록 필요,OPMS,PPC,실행 통제,[신규] PPC-FM,[신규] 대금관리,[신규] PPC-FM-3,[신규] 잔금 청구·정산,[신규] PPC-FM-370,[신규] 잔금 정산서,신규: 활동·작업·산출물,
통합구축 인프라 (ECR·CCR),1,착수,정보자원 기술검증,기술기준검증계획서,✕,대응 없음 — 표준 트리에 신규 등록 필요,ECR,[신규] EPR,[신규] 도입준비 (Equipment Preparation),[신규] EPR-TV,[신규] 기술기준검증,[신규] EPR-TV-1,[신규] 검증 신청,[신규] EPR-TV-110,[신규] 기술기준검증계획서,신규: 단계·활동·작업·산출물,
통합구축 인프라 (ECR·CCR),2,착수,정보자원 기술검증,기술기준검증신청서,✕,대응 없음 — 표준 트리에 신규 등록 필요,ECR,[신규] EPR,[신규] 도입준비 (Equipment Preparation),[신규] EPR-TV,[신규] 기술기준검증,[신규] EPR-TV-1,[신규] 검증 신청,[신규] EPR-TV-120,[신규] 기술기준검증신청서,신규: 단계·활동·작업·산출물,
통합구축 인프라 (ECR·CCR),3,종료,정보자원 기술검증,기술기준검증결과서,✕,대응 없음 — 표준 트리에 신규 등록 필요,ECR,[신규] EPR,[신규] 도입준비 (Equipment Preparation),[신규] EPR-TV,[신규] 기술기준검증,[신규] EPR-TV-2,[신규] 검증 결과,[신규] EPR-TV-210,[신규] 기술기준검증결과서,신규: 단계·활동·작업·산출물,
통합구축 인프라 (ECR·CCR),4,착수,정보자원 납품,도입자원 비교표,✕,대응 없음 — 표준 트리에 신규 등록 필요,ECR,[신규] EPR,[신규] 도입준비 (Equipment Preparation),[신규] EPR-SP,[신규] 도입사양 확정,[신규] EPR-SP-1,[신규] 사양 비교,[신규] EPR-SP-110,[신규] 도입자원 비교표,신규: 단계·활동·작업·산출물,
통합구축 인프라 (ECR·CCR),5,착수,정보자원 납품,제품별 증설단가표,✕,대응 없음 — 표준 트리에 신규 등록 필요,ECR,[신규] EPR,[신규] 도입준비 (Equipment Preparation),[신규] EPR-SP,[신규] 도입사양 확정,[신규] EPR-SP-1,[신규] 사양 비교,[신규] EPR-SP-120,[신규] 제품별 증설단가표,신규: 단계·활동·작업·산출물,
통합구축 인프라 (ECR·CCR),6,착수,요구사항 정의,요구사항 정의서,◎,정확 대응 — 표준에 동일 산출물이 이미 존재,ODS,RAD,분석 (Require Analysis Define),RAD-RD,요구사항 정의 (Requirement Definition),RAD-RD-1,요구사항 분석,RAD-RD-110,요구사항정의서,기존,
통합구축 인프라 (ECR·CCR),7,설계,설치계획,정보수집서,△,부분 대응 — 상위 개념만 있어 세분화 필요,ODS,RAD,분석 (Require Analysis Define),RAD-RC,요구사항 분석 (Requirement Collection),RAD-RC-1,요구사항정의,RAD-RC-110,현행시스템 분석서,기존,ECR EIS-SV-1 로 분리 신설 권장
통합구축 인프라 (ECR·CCR),8,설계,설치계획,정보자원제원조사서,△,부분 대응 — 상위 개념만 있어 세분화 필요,ODS,RAD,분석 (Require Analysis Define),RAD-RC,요구사항 분석 (Requirement Collection),RAD-RC-1,요구사항정의,RAD-RC-110,현행시스템 분석서,기존,ECR EIS-SV-1 로 분리 신설 권장
통합구축 인프라 (ECR·CCR),9,설계,프로젝트 지원,자산/구성(nTOPS정보입력 자료),✕,대응 없음 — 표준 트리에 신규 등록 필요,ECR,[신규] EIS,[신규] 설치설계 (Equipment Installation Design),[신규] EIS-SV,[신규] 자원 현황조사,[신규] EIS-SV-1,[신규] 자원조사,[신규] EIS-SV-110,[신규] 자산/구성 등록자료,신규: 단계·활동·작업·산출물,
통합구축 인프라 (ECR·CCR),10,설계,정보자원 설치,설치계획서,✕,대응 없음 — 표준 트리에 신규 등록 필요,ECR,[신규] EIS,[신규] 설치설계 (Equipment Installation Design),[신규] EIS-PL,[신규] 설치·납품 계획,[신규] EIS-PL-1,[신규] 설치계획,[신규] EIS-PL-110,[신규] 설치계획서,신규: 단계·활동·작업·산출물,
통합구축 인프라 (ECR·CCR),11,설계,정보자원 납품,설치시험계획서,✕,대응 없음 — 표준 트리에 신규 등록 필요,ECR,[신규] EIS,[신규] 설치설계 (Equipment Installation Design),[신규] EIS-PL,[신규] 설치·납품 계획,[신규] EIS-PL-2,[신규] 납품계획,[신규] EIS-PL-220,[신규] 설치시험계획서,신규: 단계·활동·작업·산출물,
통합구축 인프라 (ECR·CCR),12,설계,정보자원 납품,납품계획서,✕,대응 없음 — 표준 트리에 신규 등록 필요,ECR,[신규] EIS,[신규] 설치설계 (Equipment Installation Design),[신규] EIS-PL,[신규] 설치·납품 계획,[신규] EIS-PL-2,[신규] 납품계획,[신규] EIS-PL-210,[신규] 납품계획서,신규: 단계·활동·작업·산출물,
통합구축 인프라 (ECR·CCR),13,구축,정보자원 납품,인증필 정보보호제품 납품확인서,✕,대응 없음 — 표준 트리에 신규 등록 필요,ECR,[신규] EDL,[신규] 납품·설치 (Equipment Delivery),[신규] EDL-DV,[신규] 납품,[신규] EDL-DV-1,[신규] 납품,[신규] EDL-DV-110,[신규] 인증필 정보보호제품 납품확인서,신규: 단계·활동·작업·산출물,
통합구축 인프라 (ECR·CCR),14,구축,정보자원 설치,작업계획서,✕,대응 없음 — 표준 트리에 신규 등록 필요,ECR,[신규] EDL,[신규] 납품·설치 (Equipment Delivery),[신규] EDL-IN,[신규] 설치작업,[신규] EDL-IN-1,[신규] 설치,[신규] EDL-IN-110,[신규] 작업계획서,신규: 단계·활동·작업·산출물,
통합구축 인프라 (ECR·CCR),15,구축,정보자원 설치,작업결과서,✕,대응 없음 — 표준 트리에 신규 등록 필요,ECR,[신규] EDL,[신규] 납품·설치 (Equipment Delivery),[신규] EDL-IN,[신규] 설치작업,[신규] EDL-IN-1,[신규] 설치,[신규] EDL-IN-120,[신규] 작업결과서,신규: 단계·활동·작업·산출물,
통합구축 인프라 (ECR·CCR),16,구축,설치,설치결과서(USB브로커 설치 포함),✕,대응 없음 — 표준 트리에 신규 등록 필요,ECR,[신규] EDL,[신규] 납품·설치 (Equipment Delivery),[신규] EDL-IN,[신규] 설치작업,[신규] EDL-IN-1,[신규] 설치,[신규] EDL-IN-130,[신규] 설치결과서,신규: 단계·활동·작업·산출물,
통합구축 인프라 (ECR·CCR),17,구축,정보자원 납품,납품결과서,✕,대응 없음 — 표준 트리에 신규 등록 필요,ECR,[신규] EDL,[신규] 납품·설치 (Equipment Delivery),[신규] EDL-DV,[신규] 납품,[신규] EDL-DV-1,[신규] 납품,[신규] EDL-DV-120,[신규] 납품결과서,신규: 단계·활동·작업·산출물,
통합구축 인프라 (ECR·CCR),18,설계,클라우드,클라우드 아키텍처설계서,○,유사 대응 — 명칭만 다르고 동일 문서로 취급 가능,ODS,AAD,설계 (Application Analysis Design),AAD-FD,기능설계 (Functional Design),AAD-FD-1,아키텍쳐 설계,AAD-FD-110,아키텍처 설계서,기존,
통합구축 인프라 (ECR·CCR),19,설계,클라우드,구축계획서,◎,정확 대응 — 표준에 동일 산출물이 이미 존재,ODS,AAD,설계 (Application Analysis Design),AAD-TP,테스트 및 전환계획 (Test & Transition Planning),AAD-TP-2,전환 계획 수립,AAD-TP-210,구축계획서,기존,
통합구축 인프라 (ECR·CCR),20,종료,클라우드,구축결과서,◎,정확 대응 — 표준에 동일 산출물이 이미 존재,ODS,DTD,구현/인수,DTD-IM,구현 (Implementation),DTD-IM-2,인프라 구축,DTD-IM-210,구축 결과서,기존,
통합구축 인프라 (ECR·CCR),21,종료,클라우드,클라우드 아키텍처결과서,✕,대응 없음 — 표준 트리에 신규 등록 필요,ODS,DTD,구현/인수,DTD-IM,구현 (Implementation),DTD-IM-2,인프라 구축,[신규] DTD-IM-220,[신규] 아키텍처 구축 결과서,신규: 산출물,설계서 대응 결과물 없음
통합구축 인프라 (ECR·CCR),22,종료,클라우드,부하‧성능 테스트 계획서,◎,정확 대응 — 표준에 동일 산출물이 이미 존재,ODS,AAD,설계 (Application Analysis Design),AAD-TP,테스트 및 전환계획 (Test & Transition Planning),AAD-TP-1,테스트 계획 수립,AAD-TP-170,성능테스트계획서,기존,
통합구축 인프라 (ECR·CCR),23,종료,클라우드,부하‧성능 테스트 결과서,◎,정확 대응 — 표준에 동일 산출물이 이미 존재,ODS,DTD,구현/인수,DTD-TS,테스트 (Testing),DTD-TS-1,테스트,DTD-TS-120,성능테스트 결과서,기존,
통합구축 인프라 (ECR·CCR),24,종료,정보자원 납품,설치시험결과서,✕,대응 없음 — 표준 트리에 신규 등록 필요,ECR,[신규] ECL,[신규] 인도·증빙 (Equipment Closing),[신규] ECL-TS,[신규] 설치시험,[신규] ECL-TS-1,[신규] 설치시험,[신규] ECL-TS-110,[신규] 설치시험결과서,신규: 단계·활동·작업·산출물,
통합구축 인프라 (ECR·CCR),25,종료,정보자원 납품,운영매뉴얼,○,유사 대응 — 명칭만 다르고 동일 문서로 취급 가능,ODS,DTD,구현/인수,DTD-IM,구현 (Implementation),DTD-IM-3,지침서 작성,DTD-IM-320,운영자 지침서,기존,
통합구축 인프라 (ECR·CCR),26,종료,제조사 기술지원,기술지원확약서,✕,대응 없음 — 표준 트리에 신규 등록 필요,ECR,[신규] ECL,[신규] 인도·증빙 (Equipment Closing),[신규] ECL-CF,[신규] 증빙·라이선스,[신규] ECL-CF-2,[신규] 제조사 확약,[신규] ECL-CF-210,[신규] 기술지원확약서,신규: 단계·활동·작업·산출물,
통합구축 인프라 (ECR·CCR),27,종료,증서,SW인증서,✕,대응 없음 — 표준 트리에 신규 등록 필요,ECR,[신규] ECL,[신규] 인도·증빙 (Equipment Closing),[신규] ECL-CF,[신규] 증빙·라이선스,[신규] ECL-CF-1,[신규] 인증·라이선스,[신규] ECL-CF-110,[신규] SW인증서,신규: 단계·활동·작업·산출물,
통합구축 인프라 (ECR·CCR),28,종료,라이선스 증서 등 납품,라이선스 증서,✕,대응 없음 — 표준 트리에 신규 등록 필요,ECR,[신규] ECL,[신규] 인도·증빙 (Equipment Closing),[신규] ECL-CF,[신규] 증빙·라이선스,[신규] ECL-CF-1,[신규] 인증·라이선스,[신규] ECL-CF-120,[신규] 라이선스 증서,신규: 단계·활동·작업·산출물,
통합구축 인프라 (ECR·CCR),29,종료,라이선스 증서 등 납품,사용설명서,✕,대응 없음 — 표준 트리에 신규 등록 필요,ECR,[신규] ECL,[신규] 인도·증빙 (Equipment Closing),[신규] ECL-CF,[신규] 증빙·라이선스,[신규] ECL-CF-1,[신규] 인증·라이선스,[신규] ECL-CF-130,[신규] 사용설명서,신규: 단계·활동·작업·산출물,
통합구축 인프라 (ECR·CCR),30,종료,라이선스 증서 등 납품,악의적인 백도어 미설치 확인서,✕,대응 없음 — 표준 트리에 신규 등록 필요,ECR,[신규] ECL,[신규] 인도·증빙 (Equipment Closing),[신규] ECL-CF,[신규] 증빙·라이선스,[신규] ECL-CF-2,[신규] 제조사 확약,[신규] ECL-CF-220,[신규] 백도어 미설치 확인서,신규: 단계·활동·작업·산출물,
통합구축 인프라 (ECR·CCR),31,종료,라이선스 증서 등 납품,국제사회 제재대상 제품 교체 확약서,✕,대응 없음 — 표준 트리에 신규 등록 필요,ECR,[신규] ECL,[신규] 인도·증빙 (Equipment Closing),[신규] ECL-CF,[신규] 증빙·라이선스,[신규] ECL-CF-2,[신규] 제조사 확약,[신규] ECL-CF-230,[신규] 제재대상 제품 교체 확약서,신규: 단계·활동·작업·산출물,
통합구축 인프라 (ECR·CCR),32,착수,라이선스 증서 등 납품,보안기능확인서,✕,대응 없음 — 표준 트리에 신규 등록 필요,ECR,[신규] ECL,[신규] 인도·증빙 (Equipment Closing),[신규] ECL-CF,[신규] 증빙·라이선스,[신규] ECL-CF-1,[신규] 인증·라이선스,[신규] ECL-CF-140,[신규] 보안기능확인서,신규: 단계·활동·작업·산출물,
업무전환 (APR),1,착수,현황분석,인터뷰계획서,◎,정확 대응 — 표준에 동일 산출물이 이미 존재,ODS,RAD,분석 (Require Analysis Define),RAD-RC,요구사항 분석 (Requirement Collection),RAD-RC-1,요구사항정의,RAD-RC-120,면담계획서,기존,
업무전환 (APR),2,착수,현황분석,인터뷰결과서,◎,정확 대응 — 표준에 동일 산출물이 이미 존재,ODS,RAD,분석 (Require Analysis Define),RAD-RC,요구사항 분석 (Requirement Collection),RAD-RC-1,요구사항정의,RAD-RC-130,면담결과서,기존,
업무전환 (APR),3,착수,현황분석,자원할당확인요청서,✕,대응 없음 — 표준 트리에 신규 등록 필요,ODS,RAD,분석 (Require Analysis Define),RAD-RC,요구사항 분석 (Requirement Collection),RAD-RC-1,요구사항정의,[신규] RAD-RC-140,[신규] 자원할당확인요청서,신규: 산출물,전환 대상 자원 확정
업무전환 (APR),4,착수,현황분석,요구사항정의서,◎,정확 대응 — 표준에 동일 산출물이 이미 존재,ODS,RAD,분석 (Require Analysis Define),RAD-RD,요구사항 정의 (Requirement Definition),RAD-RD-1,요구사항 분석,RAD-RD-110,요구사항정의서,기존,
업무전환 (APR),5,설계,현황분석,현황분석서,◎,정확 대응 — 표준에 동일 산출물이 이미 존재,ODS,RAD,분석 (Require Analysis Define),RAD-RC,요구사항 분석 (Requirement Collection),RAD-RC-1,요구사항정의,RAD-RC-110,현행시스템 분석서,기존,
업무전환 (APR),6,설계,설계,구축계획서,◎,정확 대응 — 표준에 동일 산출물이 이미 존재,ODS,AAD,설계 (Application Analysis Design),AAD-TP,테스트 및 전환계획 (Test & Transition Planning),AAD-TP-2,전환 계획 수립,AAD-TP-210,구축계획서,기존,
업무전환 (APR),7,구축,구축,통합테스트계획서,◎,정확 대응 — 표준에 동일 산출물이 이미 존재,ODS,AAD,설계 (Application Analysis Design),AAD-TP,테스트 및 전환계획 (Test & Transition Planning),AAD-TP-1,테스트 계획 수립,AAD-TP-130,통합테스트 계획서,기존,
업무전환 (APR),8,구축,구축,보안취약점 계획서,◎,정확 대응 — 표준에 동일 산출물이 이미 존재,ODS,AAD,설계 (Application Analysis Design),AAD-TP,테스트 및 전환계획 (Test & Transition Planning),AAD-TP-1,테스트 계획 수립,AAD-TP-180,보안취약점 점검계획서,기존,
업무전환 (APR),9,구축,구축,보안취약점 결과서,◎,정확 대응 — 표준에 동일 산출물이 이미 존재,ODS,DTD,구현/인수,DTD-TS,테스트 (Testing),DTD-TS-1,테스트,DTD-TS-130,보안취약점 점검 결과서,기존,
업무전환 (APR),10,구축,구축,구축결과서,◎,정확 대응 — 표준에 동일 산출물이 이미 존재,ODS,DTD,구현/인수,DTD-IM,구현 (Implementation),DTD-IM-2,인프라 구축,DTD-IM-210,구축 결과서,기존,
